State,Year,Region,Age_Group,Gender,Literacy_Rate (%),Dropout_Rate (%),Internet_Access (%),Govt_Education_Spending (₹ per student),Teacher_Student_Ratio
Uttar Pradesh,2023,Rural,Above 24,Female,86.44,20.35,59.23,4604.55,28.87
Bihar,2015,Urban,Below 15,Male,73.24,5.87,59.69,3419.56,29.39
Bihar,2015,Rural,Below 15,Male,51.15,16.95,44.46,4617.55,25.82
Bihar,2015,Urban,Below 15,Female,99.0,16.8,51.33,4686.29,25.14
Bihar,2015,Rural,Below 15,Female,52.86,9.3,51.48,3954.9,37.74
Bihar,2015,Urban,15-24,Male,91.94,22.87,57.21,4880.29,35.06
Bihar,2015,Rural,15-24,Male,67.26,18.14,69.14,4682.0,35.09
Bihar,2015,Urban,15-24,Female,68.78,9.9,61.46,4400.78,21.49
Bihar,2015,Rural,15-24,Female,66.9,13.56,28.2,5036.73,34.83
Bihar,2015,Urban,Above 24,Male,74.08,4.91,54.59,4201.39,35.16
Bihar,2015,Rural,Above 24,Male,77.28,13.52,27.7,4714.27,23.41
Bihar,2015,Urban,Above 24,Female,67.82,16.63,82.41,4626.38,19.82
Bihar,2015,Rural,Above 24,Female,65.11,21.31,39.37,5580.89,40.34
Bihar,2016,Urban,Below 15,Male,94.64,11.53,78.81,5631.35,33.58
Bihar,2016,Rural,Below 15,Male,62.99,13.76,48.58,3467.55,28.85
Bihar,2016,Urban,Below 15,Female,83.97,1.0,93.02,5397.9,26.32
Bihar,2016,Rural,Below 15,Female,68.43,16.02,63.45,5286.15,18.8
Bihar,2016,Urban,15-24,Male,87.87,14.97,71.24,3917.46,43.99
Bihar,2016,Rural,15-24,Male,82.4,18.3,24.98,4191.46,33.48
Bihar,2016,Urban,15-24,Female,79.4,22.27,81.85,5275.66,32.61
Bihar,2016,Rural,15-24,Female,53.11,21.02,60.9,4458.78,34.02
Bihar,2016,Urban,Above 24,Male,74.81,4.85,68.15,4747.24,24.75
Bihar,2016,Rural,Above 24,Male,65.64,11.3,61.79,4264.44,41.62
Bihar,2016,Urban,Above 24,Female,88.29,9.59,54.87,2831.28,18.22
Bihar,2016,Rural,Above 24,Female,49.26,22.89,46.74,4811.68,15.0
Bihar,2017,Urban,Below 15,Male,66.02,14.44,74.3,4382.24,34.52
Bihar,2017,Rural,Below 15,Male,84.36,14.89,46.04,4654.08,49.14
Bihar,2017,Urban,Below 15,Female,52.01,13.42,68.28,4953.42,24.74
Bihar,2017,Rural,Below 15,Female,62.51,19.56,91.69,5146.43,23.22
Bihar,2017,Urban,15-24,Male,77.76,13.73,43.07,4235.93,35.86
Bihar,2017,Rural,15-24,Male,59.26,27.24,52.32,3912.61,28.87
Bihar,2017,Urban,15-24,Female,92.98,19.67,70.13,4309.85,30.61
Bihar,2017,Rural,15-24,Female,61.88,11.48,75.63,4624.26,33.19
Bihar,2017,Urban,Above 24,Male,77.42,6.32,67.21,3220.48,48.22
Bihar,2017,Rural,Above 24,Male,55.65,10.84,38.4,5530.46,30.12
Bihar,2017,Urban,Above 24,Female,60.64,16.27,80.97,4930.75,35.73
Bihar,2017,Rural,Above 24,Female,86.94,26.93,34.7,5799.11,33.07
Bihar,2018,Urban,Below 15,Male,82.99,1.54,67.44,3849.74,36.62
Bihar,2018,Rural,Below 15,Male,78.71,5.63,44.67,5397.49,28.51
Bihar,2018,Urban,Below 15,Female,80.29,11.76,75.12,4282.95,20.27
Bihar,2018,Rural,Below 15,Female,51.78,19.55,45.29,4389.19,26.61
Bihar,2018,Urban,15-24,Male,78.95,21.23,64.97,3427.15,35.95
Bihar,2018,Rural,15-24,Male,69.95,22.16,69.11,4483.55,32.31
Bihar,2018,Urban,15-24,Female,65.21,14.9,79.14,3255.7,31.61
Bihar,2018,Rural,15-24,Female,68.01,22.21,60.56,4767.55,41.82
Bihar,2018,Urban,Above 24,Male,68.06,10.68,71.27,3644.6,37.65
Bihar,2018,Rural,Above 24,Male,91.25,15.91,52.58,4567.61,24.29
Bihar,2018,Urban,Above 24,Female,54.79,6.47,49.12,5863.28,29.08
Bihar,2018,Rural,Above 24,Female,59.54,20.45,28.17,3886.51,30.54
Bihar,2019,Urban,Below 15,Male,88.29,12.51,73.72,4562.49,33.2
Bihar,2019,Rural,Below 15,Male,70.02,10.85,45.69,3641.05,30.65
Bihar,2019,Urban,Below 15,Female,68.19,22.7,69.4,3376.61,28.93
Bihar,2019,Rural,Below 15,Female,68.19,24.37,36.16,3234.06,36.53
Bihar,2019,Urban,15-24,Male,68.19,13.82,66.14,4444.29,35.51
Bihar,2019,Rural,15-24,Male,65.16,20.63,44.79,4619.68,30.78
Bihar,2019,Urban,15-24,Female,81.36,20.22,75.89,4862.87,17.34
Bihar,2019,Rural,15-24,Female,67.5,24.4,55.93,3946.12,24.73
Bihar,2019,Urban,Above 24,Male,72.26,12.68,85.51,4174.03,37.26
Bihar,2019,Rural,Above 24,Male,69.23,15.38,41.83,5097.29,32.6
Bihar,2019,Urban,Above 24,Female,95.76,5.74,77.77,4076.64,23.05
Bihar,2019,Rural,Above 24,Female,62.89,16.69,88.77,4352.68,20.96
Bihar,2020,Urban,Below 15,Male,80.73,1.0,68.62,4512.82,36.36
Bihar,2020,Rural,Below 15,Male,77.74,13.48,42.74,3887.1,20.98
Bihar,2020,Urban,Below 15,Female,76.1,3.63,63.78,3703.86,34.4
Bihar,2020,Rural,Below 15,Female,81.01,9.49,17.2,4400.09,30.13
Bihar,2020,Urban,15-24,Male,84.19,13.77,66.99,4794.01,38.32
Bihar,2020,Rural,15-24,Male,52.45,20.16,48.21,3765.62,43.85
Bihar,2020,Urban,15-24,Female,70.65,15.79,78.34,4026.97,15.23
Bihar,2020,Rural,15-24,Female,62.71,27.15,39.95,3822.85,37.41
Bihar,2020,Urban,Above 24,Male,74.69,7.45,72.24,5116.6,49.05
Bihar,2020,Rural,Above 24,Male,76.27,21.8,37.41,3679.31,30.5
Bihar,2020,Urban,Above 24,Female,74.07,4.61,67.37,4819.45,32.88
Bihar,2020,Rural,Above 24,Female,68.04,17.45,37.39,4088.88,20.41
Bihar,2021,Urban,Below 15,Male,95.85,10.07,66.63,3756.97,53.49
Bihar,2021,Rural,Below 15,Male,57.27,13.86,51.24,4980.17,37.66
Bihar,2021,Urban,Below 15,Female,91.08,12.53,54.16,4294.44,32.46
Bihar,2021,Rural,Below 15,Female,83.68,9.01,63.04,4643.93,36.7
Bihar,2021,Urban,15-24,Male,80.98,11.79,81.26,5023.54,37.78
Bihar,2021,Rural,15-24,Male,71.87,19.0,21.62,5155.5,33.39
Bihar,2021,Urban,15-24,Female,67.34,13.31,63.0,3313.61,23.46
Bihar,2021,Rural,15-24,Female,55.66,19.94,33.92,3198.4,46.18
Bihar,2021,Urban,Above 24,Male,90.53,6.1,74.09,4833.97,39.53
Bihar,2021,Rural,Above 24,Male,59.81,21.46,36.78,3431.31,35.79
Bihar,2021,Urban,Above 24,Female,85.91,22.94,52.0,5059.14,26.72
Bihar,2021,Rural,Above 24,Female,70.83,8.65,26.06,3879.3,30.63
Bihar,2022,Urban,Below 15,Male,71.59,13.3,85.4,4979.66,42.95
Bihar,2022,Rural,Below 15,Male,72.16,9.92,65.45,4015.88,37.28
Bihar,2022,Urban,Below 15,Female,88.74,12.28,47.56,3765.43,40.58
Bihar,2022,Rural,Below 15,Female,61.31,16.4,56.38,5057.06,32.23
Bihar,2022,Urban,15-24,Male,79.91,14.44,82.87,4942.86,27.94
Bihar,2022,Rural,15-24,Male,82.82,21.35,32.23,3892.82,22.17
Bihar,2022,Urban,15-24,Female,74.28,22.17,57.92,4650.78,24.75
Bihar,2022,Rural,15-24,Female,64.4,14.45,41.69,4345.04,34.32
Bihar,2022,Urban,Above 24,Male,80.23,4.01,86.26,4668.24,31.59
Bihar,2022,Rural,Above 24,Male,67.91,13.41,48.27,4880.47,16.02
Bihar,2022,Urban,Above 24,Female,67.61,8.73,73.84,5454.65,23.83
Bihar,2022,Rural,Above 24,Female,58.02,13.44,32.98,4222.25,36.17
Bihar,2023,Urban,Below 15,Male,67.46,12.14,44.47,4050.93,27.36
Bihar,2023,Rural,Below 15,Male,84.75,14.63,11.98,2900.89,30.27
Bihar,2023,Urban,Below 15,Female,79.14,11.88,72.51,5429.81,25.68
Bihar,2023,Rural,Below 15,Female,71.95,7.84,31.43,3054.37,27.8
Bihar,2023,Urban,15-24,Male,81.54,16.57,70.93,3757.96,28.48
Bihar,2023,Rural,15-24,Male,57.03,28.82,40.45,4108.89,42.71
Bihar,2023,Urban,15-24,Female,64.58,10.37,53.56,4445.7,33.45
Bihar,2023,Rural,15-24,Female,74.4,34.86,11.26,4986.99,25.54
Bihar,2023,Urban,Above 24,Male,72.14,6.9,56.37,5847.62,36.74
Bihar,2023,Rural,Above 24,Male,68.23,22.76,22.31,3435.44,15.0
Bihar,2023,Urban,Above 24,Female,66.01,10.81,71.54,4619.47,18.71
Bihar,2023,Rural,Above 24,Female,71.03,17.2,56.0,2985.79,32.49
West Bengal,2015,Urban,Below 15,Male,66.12,8.01,78.02,4572.87,23.19
West Bengal,2015,Rural,Below 15,Male,68.06,8.34,62.25,4335.77,38.95
West Bengal,2015,Urban,Below 15,Female,67.73,7.38,58.54,5200.94,24.32
West Bengal,2015,Rural,Below 15,Female,69.45,14.09,15.36,4043.75,20.57
West Bengal,2015,Urban,15-24,Male,82.34,10.05,83.89,4427.14,28.58
West Bengal,2015,Rural,15-24,Male,78.56,26.82,44.7,3883.04,15.81
West Bengal,2015,Urban,15-24,Female,70.14,12.91,71.61,4223.88,35.5
West Bengal,2015,Rural,15-24,Female,60.87,21.71,62.76,4773.46,29.52
West Bengal,2015,Urban,Above 24,Male,71.98,6.83,57.24,4067.19,36.05
West Bengal,2015,Rural,Above 24,Male,65.78,9.25,71.52,4755.97,18.74
West Bengal,2015,Urban,Above 24,Female,68.58,10.55,95.0,3613.51,37.81
West Bengal,2015,Rural,Above 24,Female,76.99,12.86,40.84,3670.95,28.37
West Bengal,2016,Urban,Below 15,Male,77.63,13.3,86.35,3901.52,15.0
West Bengal,2016,Rural,Below 15,Male,67.79,17.47,48.74,4238.66,31.0
West Bengal,2016,Urban,Below 15,Female,88.15,11.91,64.4,4099.84,28.64
West Bengal,2016,Rural,Below 15,Female,79.37,15.08,44.7,4114.15,38.79
West Bengal,2016,Urban,15-24,Male,99.0,18.25,71.24,4529.43,15.0
West Bengal,2016,Rural,15-24,Male,79.45,22.67,51.43,3930.83,26.92
West Bengal,2016,Urban,15-24,Female,72.89,21.11,64.32,6166.13,33.45
West Bengal,2016,Rural,15-24,Female,54.24,21.36,35.22,2744.49,42.8
West Bengal,2016,Urban,Above 24,Male,85.03,12.67,72.48,3394.39,26.13
West Bengal,2016,Rural,Above 24,Male,76.42,10.74,10.0,4318.32,28.87
West Bengal,2016,Urban,Above 24,Female,74.36,13.64,79.56,4707.02,39.56
West Bengal,2016,Rural,Above 24,Female,47.81,18.52,54.4,3508.35,17.98
West Bengal,2017,Urban,Below 15,Male,70.54,6.69,81.3,4008.37,23.15
West Bengal,2017,Rural,Below 15,Male,61.88,21.59,45.2,4356.6,29.12
West Bengal,2017,Urban,Below 15,Female,85.92,6.25,89.73,4668.4,28.72
West Bengal,2017,Rural,Below 15,Female,88.01,10.72,39.69,3514.06,37.62
West Bengal,2017,Urban,15-24,Male,98.89,24.35,88.36,4341.9,27.08
West Bengal,2017,Rural,15-24,Male,55.29,32.18,52.03,4106.43,40.62
West Bengal,2017,Urban,15-24,Female,67.27,18.03,67.41,5010.94,29.49
West Bengal,2017,Rural,15-24,Female,52.49,22.38,60.73,4476.63,36.2
West Bengal,2017,Urban,Above 24,Male,67.54,9.87,60.63,5097.58,30.25
West Bengal,2017,Rural,Above 24,Male,74.9,21.44,55.37,4718.49,22.01
West Bengal,2017,Urban,Above 24,Female,72.97,7.33,64.84,4200.37,22.16
West Bengal,2017,Rural,Above 24,Female,43.43,12.66,47.9,3421.46,30.13
West Bengal,2018,Urban,Below 15,Male,97.0,15.12,94.65,4812.9,39.34
West Bengal,2018,Rural,Below 15,Male,60.76,12.78,10.0,5448.92,42.32
West Bengal,2018,Urban,Below 15,Female,67.47,8.73,58.69,4806.12,39.0
West Bengal,2018,Rural,Below 15,Female,45.57,18.05,40.85,4590.72,33.67
West Bengal,2018,Urban,15-24,Male,80.12,15.48,66.79,5276.25,33.35
West Bengal,2018,Rural,15-24,Male,74.21,15.65,39.32,5218.94,30.3
West Bengal,2018,Urban,15-24,Female,83.6,24.83,85.58,4574.53,25.91
West Bengal,2018,Rural,15-24,Female,41.46,21.16,40.11,4812.29,28.77
West Bengal,2018,Urban,Above 24,Male,74.8,1.1,55.9,4881.32,43.73
West Bengal,2018,Rural,Above 24,Male,67.02,17.64,59.29,3851.28,32.93
West Bengal,2018,Urban,Above 24,Female,65.6,14.32,72.27,4738.76,23.74
West Bengal,2018,Rural,Above 24,Female,70.07,26.42,29.88,4228.19,31.85
West Bengal,2019,Urban,Below 15,Male,85.86,7.2,27.5,5587.35,36.08
West Bengal,2019,Rural,Below 15,Male,50.57,12.96,68.52,5658.24,37.51
West Bengal,2019,Urban,Below 15,Female,71.24,10.41,68.04,5402.59,22.99
West Bengal,2019,Rural,Below 15,Female,54.94,21.05,44.33,5602.77,24.63
West Bengal,2019,Urban,15-24,Male,81.45,11.39,70.11,3317.16,26.1
West Bengal,2019,Rural,15-24,Male,57.64,25.47,55.75,3115.79,40.67
West Bengal,2019,Urban,15-24,Female,99.0,16.23,60.38,6759.46,19.45
West Bengal,2019,Rural,15-24,Female,67.2,22.9,65.18,4787.79,26.01
West Bengal,2019,Urban,Above 24,Male,68.49,8.29,54.9,4538.26,25.49
West Bengal,2019,Rural,Above 24,Male,53.06,22.28,37.53,3485.49,28.65
West Bengal,2019,Urban,Above 24,Female,73.68,1.27,74.97,3662.27,43.69
West Bengal,2019,Rural,Above 24,Female,68.24,14.0,33.82,4416.03,34.9
West Bengal,2020,Urban,Below 15,Male,77.75,8.91,70.88,4016.91,27.25
West Bengal,2020,Rural,Below 15,Male,47.14,20.87,49.48,3881.24,45.19
West Bengal,2020,Urban,Below 15,Female,73.87,4.82,82.85,4818.44,33.16
West Bengal,2020,Rural,Below 15,Female,58.74,18.25,41.07,4944.75,15.0
West Bengal,2020,Urban,15-24,Male,77.66,24.61,58.49,4016.93,26.42
West Bengal,2020,Rural,15-24,Male,59.85,10.96,41.54,4608.69,29.58
West Bengal,2020,Urban,15-24,Female,75.55,16.22,85.34,4347.64,25.41
West Bengal,2020,Rural,15-24,Female,64.19,24.9,66.18,3997.49,30.79
West Bengal,2020,Urban,Above 24,Male,81.38,5.04,70.31,3327.46,15.85
West Bengal,2020,Rural,Above 24,Male,71.67,14.08,48.03,4485.68,22.19
West Bengal,2020,Urban,Above 24,Female,72.55,3.83,90.86,3415.22,28.43
West Bengal,2020,Rural,Above 24,Female,52.58,18.85,40.03,4085.07,36.83
West Bengal,2021,Urban,Below 15,Male,78.29,12.58,55.28,3376.15,30.86
West Bengal,2021,Rural,Below 15,Male,64.81,19.13,43.8,4664.06,17.01
West Bengal,2021,Urban,Below 15,Female,91.88,9.18,80.46,3831.13,32.46
West Bengal,2021,Rural,Below 15,Female,49.97,18.26,39.66,4523.35,35.58
West Bengal,2021,Urban,15-24,Male,69.67,12.58,76.86,6178.58,28.9
West Bengal,2021,Rural,15-24,Male,77.91,21.47,74.13,3102.22,30.76
West Bengal,2021,Urban,15-24,Female,60.74,3.47,74.46,4611.6,27.72
West Bengal,2021,Rural,15-24,Female,65.94,37.49,41.13,4908.1,24.81
West Bengal,2021,Urban,Above 24,Male,80.95,8.81,63.84,5955.12,39.42
West Bengal,2021,Rural,Above 24,Male,69.37,4.48,39.58,6662.42,28.15
West Bengal,2021,Urban,Above 24,Female,84.03,17.21,73.28,3826.54,15.0
West Bengal,2021,Rural,Above 24,Female,69.84,11.93,47.64,3500.14,27.88
West Bengal,2022,Urban,Below 15,Male,78.34,11.34,53.28,5457.53,25.22
West Bengal,2022,Rural,Below 15,Male,51.26,15.45,45.52,4628.47,40.9
West Bengal,2022,Urban,Below 15,Female,70.64,9.4,53.45,5156.44,31.47
West Bengal,2022,Rural,Below 15,Female,58.8,6.48,66.67,3517.86,25.27
West Bengal,2022,Urban,15-24,Male,85.58,10.02,47.6,2800.84,35.77
West Bengal,2022,Rural,15-24,Male,66.55,36.64,30.08,3762.84,25.48
West Bengal,2022,Urban,15-24,Female,79.43,13.65,79.18,3717.13,18.95
West Bengal,2022,Rural,15-24,Female,49.02,10.88,37.23,4259.22,24.95
West Bengal,2022,Urban,Above 24,Male,90.43,16.14,64.98,3064.86,25.47
West Bengal,2022,Rural,Above 24,Male,62.0,12.71,34.53,3977.23,26.91
West Bengal,2022,Urban,Above 24,Female,66.64,11.04,75.41,3771.48,40.17
West Bengal,2022,Rural,Above 24,Female,53.2,7.91,50.71,3846.07,32.57
West Bengal,2023,Urban,Below 15,Male,53.96,16.96,80.08,3299.62,18.17
West Bengal,2023,Rural,Below 15,Male,84.72,12.31,32.49,2687.16,27.19
West Bengal,2023,Urban,Below 15,Female,70.72,13.58,49.01,3283.77,33.61
West Bengal,2023,Rural,Below 15,Female,73.07,8.14,61.22,4530.03,38.73
West Bengal,2023,Urban,15-24,Male,81.3,3.39,67.72,5348.12,22.85
West Bengal,2023,Rural,15-24,Male,68.12,21.12,10.0,5837.08,22.79
West Bengal,2023,Urban,15-24,Female,82.06,15.57,88.86,4824.84,28.12
West Bengal,2023,Rural,15-24,Female,58.06,25.99,16.9,5016.71,21.21
West Bengal,2023,Urban,Above 24,Male,90.52,10.81,79.66,4565.59,15.98
West Bengal,2023,Rural,Above 24,Male,59.39,19.36,47.5,5444.79,33.23
West Bengal,2023,Urban,Above 24,Female,63.33,6.02,71.54,2648.76,43.39
West Bengal,2023,Rural,Above 24,Female,67.42,22.14,21.29,5495.65,47.85
Odisha,2015,Urban,Below 15,Male,64.79,13.86,70.02,3264.45,33.94
Odisha,2015,Rural,Below 15,Male,76.34,12.99,62.49,3166.59,18.04
Odisha,2015,Urban,Below 15,Female,74.37,10.13,59.25,5147.68,34.25
Odisha,2015,Rural,Below 15,Female,71.58,15.38,54.04,4143.48,46.43
Odisha,2015,Urban,15-24,Male,73.87,26.53,70.52,3399.59,40.94
Odisha,2015,Rural,15-24,Male,73.26,26.26,63.36,4770.36,25.26
Odisha,2015,Urban,15-24,Female,86.76,16.0,80.29,2777.02,33.58
Odisha,2015,Rural,15-24,Female,60.61,30.27,54.35,4691.89,33.89
Odisha,2015,Urban,Above 24,Male,68.02,18.12,95.0,4814.33,42.72
Odisha,2015,Rural,Above 24,Male,62.31,12.01,45.61,4847.95,26.85
Odisha,2015,Urban,Above 24,Female,78.38,11.53,55.03,4915.03,36.91
Odisha,2015,Rural,Above 24,Female,64.71,21.76,26.74,4874.36,20.64
Odisha,2016,Urban,Below 15,Male,66.86,6.85,55.87,4061.6,28.29
Odisha,2016,Rural,Below 15,Male,76.37,14.39,21.22,5412.05,23.3
Odisha,2016,Urban,Below 15,Female,72.41,12.23,72.99,5375.34,33.83
Odisha,2016,Rural,Below 15,Female,54.39,26.89,47.92,4382.13,37.71
Odisha,2016,Urban,15-24,Male,84.49,18.0,95.0,4279.9,27.46
Odisha,2016,Rural,15-24,Male,73.17,27.36,22.4,2927.56,25.3
Odisha,2016,Urban,15-24,Female,60.66,13.88,77.54,3787.4,18.59
Odisha,2016,Rural,15-24,Female,67.69,26.31,19.58,5156.19,36.54
Odisha,2016,Urban,Above 24,Male,87.54,16.09,95.0,4215.13,30.88
Odisha,2016,Rural,Above 24,Male,63.84,16.01,67.99,3423.99,23.11
Odisha,2016,Urban,Above 24,Female,86.77,15.1,64.55,5183.52,32.73
Odisha,2016,Rural,Above 24,Female,78.0,16.37,60.38,6613.61,34.78
Odisha,2017,Urban,Below 15,Male,78.49,13.61,64.52,6410.37,31.44
Odisha,2017,Rural,Below 15,Male,65.27,11.82,61.46,5193.75,26.02
Odisha,2017,Urban,Below 15,Female,78.76,2.46,72.77,4862.21,43.66
Odisha,2017,Rural,Below 15,Female,55.29,9.61,31.57,3430.75,40.69
Odisha,2017,Urban,15-24,Male,97.49,17.6,88.32,4607.17,29.24
Odisha,2017,Rural,15-24,Male,68.67,20.45,21.78,4711.4,29.68
Odisha,2017,Urban,15-24,Female,84.45,16.47,67.56,3803.05,30.58
Odisha,2017,Rural,15-24,Female,74.38,16.28,46.31,4686.43,24.26
Odisha,2017,Urban,Above 24,Male,72.12,11.15,53.0,4779.94,22.84
Odisha,2017,Rural,Above 24,Male,78.63,27.69,32.09,4927.37,24.19
Odisha,2017,Urban,Above 24,Female,83.41,3.67,77.21,3801.61,28.34
Odisha,2017,Rural,Above 24,Female,52.69,20.11,32.45,4941.57,27.25
Odisha,2018,Urban,Below 15,Male,76.86,10.74,58.57,4668.29,42.24
Odisha,2018,Rural,Below 15,Male,60.22,21.86,67.47,3847.08,18.36
Odisha,2018,Urban,Below 15,Female,76.02,7.26,95.0,4527.85,23.58
Odisha,2018,Rural,Below 15,Female,51.53,21.45,36.43,4535.06,37.65
Odisha,2018,Urban,15-24,Male,77.16,15.77,69.75,5046.66,34.73
Odisha,2018,Rural,15-24,Male,69.8,22.32,39.42,3317.91,32.06
Odisha,2018,Urban,15-24,Female,95.92,11.58,58.4,3803.42,35.8
Odisha,2018,Rural,15-24,Female,71.48,21.21,31.23,4573.9,17.48
Odisha,2018,Urban,Above 24,Male,79.43,14.36,51.23,3273.99,42.64
Odisha,2018,Rural,Above 24,Male,61.88,21.68,42.69,4370.44,33.51
Odisha,2018,Urban,Above 24,Female,64.16,10.66,64.28,3443.61,32.7
Odisha,2018,Rural,Above 24,Female,60.37,15.21,26.85,5773.12,37.01
Odisha,2019,Urban,Below 15,Male,87.64,8.47,44.06,6062.33,29.51
Odisha,2019,Rural,Below 15,Male,60.51,18.08,62.51,4481.56,40.23
Odisha,2019,Urban,Below 15,Female,83.83,4.62,59.89,5266.03,15.0
Odisha,2019,Rural,Below 15,Female,61.51,8.85,37.85,4260.94,27.13
Odisha,2019,Urban,15-24,Male,76.48,10.51,95.0,5993.97,20.7
Odisha,2019,Rural,15-24,Male,87.82,20.0,46.94,4449.38,24.72
Odisha,2019,Urban,15-24,Female,86.84,16.63,62.85,3456.33,22.85
Odisha,2019,Rural,15-24,Female,50.59,22.06,27.05,4287.55,40.96
Odisha,2019,Urban,Above 24,Male,89.99,9.84,68.69,6003.9,34.17
Odisha,2019,Rural,Above 24,Male,64.72,8.87,50.91,5163.46,24.95
Odisha,2019,Urban,Above 24,Female,75.91,8.18,67.24,2509.74,28.23
Odisha,2019,Rural,Above 24,Female,72.69,12.84,45.79,3895.24,32.88
Odisha,2020,Urban,Below 15,Male,75.83,5.3,89.99,5243.15,25.16
Odisha,2020,Rural,Below 15,Male,72.98,18.69,54.63,3144.6,38.05
Odisha,2020,Urban,Below 15,Female,67.3,8.21,95.0,4741.5,26.91
Odisha,2020,Rural,Below 15,Female,40.95,22.95,24.82,3697.25,27.35
Odisha,2020,Urban,15-24,Male,96.16,19.87,67.63,4746.63,25.2
Odisha,2020,Rural,15-24,Male,73.4,22.37,59.53,5273.74,33.95
Odisha,2020,Urban,15-24,Female,73.38,19.71,68.62,3634.47,26.77
Odisha,2020,Rural,15-24,Female,67.85,26.55,42.25,3532.64,30.45
Odisha,2020,Urban,Above 24,Male,79.13,10.93,83.8,5315.14,25.25
Odisha,2020,Rural,Above 24,Male,61.84,10.8,55.48,5659.06,27.48
Odisha,2020,Urban,Above 24,Female,70.59,17.33,77.58,4848.99,20.47
Odisha,2020,Rural,Above 24,Female,69.79,11.35,27.99,4222.58,25.31
Odisha,2021,Urban,Below 15,Male,75.78,2.8,84.38,5402.15,15.0
Odisha,2021,Rural,Below 15,Male,77.78,11.95,57.85,4445.24,30.23
Odisha,2021,Urban,Below 15,Female,71.15,16.06,51.41,4986.27,38.81
Odisha,2021,Rural,Below 15,Female,70.16,27.62,37.07,5265.84,29.15
Odisha,2021,Urban,15-24,Male,94.33,15.96,64.18,5544.86,26.07
Odisha,2021,Rural,15-24,Male,57.87,19.42,54.29,5613.63,30.89
Odisha,2021,Urban,15-24,Female,90.18,9.21,63.35,4269.14,29.08
Odisha,2021,Rural,15-24,Female,67.84,25.45,38.33,4611.22,29.64
Odisha,2021,Urban,Above 24,Male,68.74,9.43,67.85,4367.94,30.25
Odisha,2021,Rural,Above 24,Male,68.76,13.84,64.09,3564.42,24.23
Odisha,2021,Urban,Above 24,Female,99.0,4.81,49.69,5087.58,15.0
Odisha,2021,Rural,Above 24,Female,60.65,26.73,21.83,2914.43,18.01
Odisha,2022,Urban,Below 15,Male,86.98,15.62,62.31,5046.57,41.12
Odisha,2022,Rural,Below 15,Male,85.87,14.77,10.48,3843.3,26.59
Odisha,2022,Urban,Below 15,Female,70.41,9.06,86.78,5519.54,28.63
Odisha,2022,Rural,Below 15,Female,73.98,17.79,45.97,5225.24,30.58
Odisha,2022,Urban,15-24,Male,99.0,8.81,62.27,4398.78,33.52
Odisha,2022,Rural,15-24,Male,84.68,21.88,23.67,5174.01,36.04
Odisha,2022,Urban,15-24,Female,57.58,15.98,46.15,3968.28,22.78
Odisha,2022,Rural,15-24,Female,75.09,22.58,25.72,5204.05,18.53
Odisha,2022,Urban,Above 24,Male,81.3,5.93,64.51,4903.42,34.17
Odisha,2022,Rural,Above 24,Male,81.37,15.59,49.6,4149.81,31.46
Odisha,2022,Urban,Above 24,Female,77.39,9.51,42.94,4765.18,32.92
Odisha,2022,Rural,Above 24,Female,56.2,9.58,67.14,4893.16,28.17
Odisha,2023,Urban,Below 15,Male,66.63,5.89,89.54,4610.13,25.6
Odisha,2023,Rural,Below 15,Male,73.1,11.93,67.51,5582.24,26.27
Odisha,2023,Urban,Below 15,Female,66.71,1.0,47.78,3428.42,31.08
Odisha,2023,Rural,Below 15,Female,59.74,9.27,40.78,4904.27,34.22
Odisha,2023,Urban,15-24,Male,63.0,15.36,49.25,5221.38,36.27
Odisha,2023,Rural,15-24,Male,63.02,18.17,38.08,2697.77,32.69
Odisha,2023,Urban,15-24,Female,74.27,20.85,53.52,4004.7,17.95
Odisha,2023,Rural,15-24,Female,56.96,16.09,59.94,3941.39,30.99
Odisha,2023,Urban,Above 24,Male,74.19,3.65,67.48,4979.28,20.34
Odisha,2023,Rural,Above 24,Male,76.09,11.75,37.76,4924.55,24.69
Odisha,2023,Urban,Above 24,Female,73.38,8.43,71.94,2595.41,15.36
Odisha,2023,Rural,Above 24,Female,69.16,21.19,31.34,4304.78,32.36
Punjab,2015,Urban,Below 15,Male,84.93,1.0,56.71,4233.94,35.63
Punjab,2015,Rural,Below 15,Male,92.98,14.86,23.9,4821.81,40.57
Punjab,2015,Urban,Below 15,Female,74.08,5.47,84.37,5030.84,21.79
Punjab,2015,Rural,Below 15,Female,66.81,20.99,62.73,4446.84,27.14
Punjab,2015,Urban,15-24,Male,94.27,9.95,76.58,3403.98,38.52
Punjab,2015,Rural,15-24,Male,69.42,28.34,52.37,3521.42,41.4
Punjab,2015,Urban,15-24,Female,92.51,20.41,58.58,4255.19,31.16
Punjab,2015,Rural,15-24,Female,59.96,30.46,47.16,2337.32,32.71
Punjab,2015,Urban,Above 24,Male,74.52,9.63,64.47,5145.64,38.96
Punjab,2015,Rural,Above 24,Male,70.83,14.3,44.38,4515.68,23.58
Punjab,2015,Urban,Above 24,Female,78.79,12.3,93.11,5504.28,24.51
Punjab,2015,Rural,Above 24,Female,71.2,11.25,55.44,4086.71,21.81
Punjab,2016,Urban,Below 15,Male,80.8,1.0,43.74,4358.01,30.66
Punjab,2016,Rural,Below 15,Male,64.31,8.1,32.73,4812.97,34.65
